SN,Total_Feedback_Given,Total_Configured,Questions,Weightage_1,Weightage_2,Weightage_3,Weightage_4,Weightage_5,Average/_Percentage,Course_Name,Basic_Course,Weighted_Average,Average_Percentage,Derived_Sentiment,Synthetic_Feedback,TextBlob_Sentiment,VADER_Sentiment
12,14,24,The teachers illustrate the concepts through examples and applications.,1,1,3,4,5,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7857142857142856,75.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,14,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,5,3,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.642857142857143,72.85714285714285,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,14,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,5,4,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7857142857142856,75.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,14,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,7,4,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7142857142857144,74.28571428571429,Neutral,The course was average and could be improved.,Negative,Positive
16,14,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,4,5,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.857142857142857,77.14285714285715,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,14,24,Teachers encourage you to participate in extracurricular activities.,0,1,7,3,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5714285714285716,71.42857142857143,Neutral,The course was average and could be improved.,Negative,Positive
18,14,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,3,5,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7857142857142856,75.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,14,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,6,5,2,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,14,24,The overall quality of the teaching-learning process in your institute is very good.,0,1,7,2,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.642857142857143,72.85714285714285,Neutral,The course was average and could be improved.,Negative,Positive
1,17,22,How much of the syllabus was covered in the class?,1,1,1,6,8,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.117647058823529,82.35294117647058,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,17,22,How well did the teachers prepare for the classes?,0,1,1,9,6,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.176470588235294,83.52941176470588,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,17,22,How well were the teachers able to communicate?,0,0,4,8,5,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.0588235294117645,81.17647058823529,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,17,22,The teachers approach to teaching can best be described as,1,0,3,9,4,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.8823529411764706,77.64705882352942,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,17,22,Fairness of the internal evaluation process by the teachers.,0,0,1,8,8,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.411764705882353,88.23529411764707,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,17,22,Was your performance in assignments discussed with you?,2,1,3,4,7,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.764705882352941,75.29411764705883,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,17,22,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,0,2,10,4,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,17,22,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,2,1,7,6,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.8823529411764706,77.64705882352942,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,17,22,The institution provides multiple opportunities to learn and grow.,1,0,3,7,6,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,17,22,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,8,8,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.411764705882353,88.23529411764707,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,17,22,Your mentor does a necessary follow-up with an assigned task to you.,1,2,3,5,6,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.764705882352941,75.29411764705883,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,17,22,The teachers illustrate the concepts through examples and applications.,1,0,1,7,8,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.235294117647059,84.70588235294117,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,17,22,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,6,7,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.8823529411764706,77.64705882352942,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,17,22,Teachers are able to identify your weaknesses and help you to overcome them.,1,2,3,5,6,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.764705882352941,75.29411764705883,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,17,22,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,2,8,5,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,17,22,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,3,8,5,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,17,22,Teachers encourage you to participate in extracurricular activities.,0,1,4,7,5,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,17,22,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,3,8,5,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,17,22,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,3,4,7,2,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.3529411764705883,67.05882352941177,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,17,22,The overall quality of the teaching-learning process in your institute is very good.,0,0,4,9,4,,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,2,18,How much of the syllabus was covered in the class?,0,1,0,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
2,2,18,How well did the teachers prepare for the classes?,0,0,0,1,1,,MSC PHYSICS - 3,MSC PHYSICS,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,2,18,How well were the teachers able to communicate?,0,0,0,1,1,,MSC PHYSICS - 3,MSC PHYSICS,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,2,18,The teachers approach to teaching can best be described as,0,1,0,0,1,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
5,2,18,Fairness of the internal evaluation process by the teachers.,0,0,0,1,1,,MSC PHYSICS - 3,MSC PHYSICS,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,2,18,Was your performance in assignments discussed with you?,0,1,0,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
7,2,18,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,1,0,0,,MSC PHYSICS - 3,MSC PHYSICS,2.5,50.0,Neutral,The course was average and could be improved.,Negative,Positive
8,2,18,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,0,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
9,2,18,The institution provides multiple opportunities to learn and grow.,0,0,1,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
10,2,18,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,0,1,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
11,2,18,Your mentor does a necessary follow-up with an assigned task to you.,0,1,1,0,0,,MSC PHYSICS - 3,MSC PHYSICS,2.5,50.0,Neutral,The course was average and could be improved.,Negative,Positive
12,2,18,The teachers illustrate the concepts through examples and applications.,0,0,1,0,1,,MSC PHYSICS - 3,MSC PHYSICS,4.0,80.0,Neutral,The course was average and could be improved.,Negative,Positive
13,2,18,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,0,1,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
14,2,18,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
15,2,18,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,1,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
16,2,18,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,1,0,0,,MSC PHYSICS - 3,MSC PHYSICS,2.5,50.0,Neutral,The course was average and could be improved.,Negative,Positive
17,2,18,Teachers encourage you to participate in extracurricular activities.,0,0,1,0,1,,MSC PHYSICS - 3,MSC PHYSICS,4.0,80.0,Neutral,The course was average and could be improved.,Negative,Positive
18,2,18,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
19,2,18,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
20,2,18,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,0,,MSC PHYSICS - 3,MSC PHYSICS,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
1,46,137,How much of the syllabus was covered in the class?,0,3,2,8,33,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.543478260869565,90.86956521739131,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,46,137,How well did the teachers prepare for the classes?,1,2,3,27,13,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.065217391304348,81.30434782608695,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,46,137,How well were the teachers able to communicate?,0,0,5,16,25,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.434782608695652,88.69565217391305,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,46,137,The teachers approach to teaching can best be described as,0,1,7,24,14,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.108695652173913,82.17391304347827,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,46,137,Fairness of the internal evaluation process by the teachers.,1,0,4,17,24,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.369565217391305,87.3913043478261,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,46,137,Was your performance in assignments discussed with you?,0,2,5,19,20,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.239130434782608,84.78260869565217,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,46,137,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,3,8,12,21,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.021739130434782,80.43478260869564,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,46,137,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,9,21,14,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.021739130434782,80.43478260869564,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,46,137,The institution provides multiple opportunities to learn and grow.,0,2,2,24,18,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.260869565217392,85.21739130434783,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,46,137,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,1,3,24,17,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.195652173913044,83.91304347826087,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,46,137,Your mentor does a necessary follow-up with an assigned task to you.,0,1,2,30,13,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.195652173913044,83.91304347826087,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,46,137,The teachers illustrate the concepts through examples and applications.,0,2,4,19,21,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.282608695652174,85.65217391304347,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,46,137,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,6,18,19,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.130434782608695,82.6086956521739,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,46,137,Teachers are able to identify your weaknesses and help you to overcome them.,1,7,6,16,16,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.847826086956522,76.95652173913044,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,46,137,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,2,3,27,13,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.065217391304348,81.30434782608695,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,46,137,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,5,5,19,17,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.043478260869565,80.8695652173913,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,46,137,Teachers encourage you to participate in extracurricular activities.,1,1,3,19,22,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.304347826086956,86.08695652173913,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,46,137,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,3,1,25,16,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.130434782608695,82.6086956521739,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,46,137,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",10,2,10,13,11,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.282608695652174,65.65217391304347,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,46,137,The overall quality of the teaching-learning process in your institute is very good.,2,1,6,18,19,,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.108695652173913,82.17391304347827,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,37,559,How much of the syllabus was covered in the class?,0,3,12,14,8,,SYBCOM,BACHELOR OF COMMERCE,3.72972972972973,74.5945945945946,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,37,559,How well did the teachers prepare for the classes?,1,3,5,20,8,,SYBCOM,BACHELOR OF COMMERCE,3.8378378378378377,76.75675675675674,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,37,559,How well were the teachers able to communicate?,2,1,5,13,16,,SYBCOM,BACHELOR OF COMMERCE,4.081081081081081,81.62162162162161,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,37,559,The teachers approach to teaching can best be described as,0,2,16,13,6,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,37,559,Fairness of the internal evaluation process by the teachers.,1,4,4,14,14,,SYBCOM,BACHELOR OF COMMERCE,3.972972972972973,79.45945945945945,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,37,559,Was your performance in assignments discussed with you?,2,6,5,9,15,,SYBCOM,BACHELOR OF COMMERCE,3.7837837837837838,75.67567567567568,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,37,559,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,4,13,6,13,,SYBCOM,BACHELOR OF COMMERCE,3.7027027027027026,74.05405405405405,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,37,559,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,4,7,17,7,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,37,559,The institution provides multiple opportunities to learn and grow.,0,4,12,15,6,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,37,559,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",3,3,2,13,16,,SYBCOM,BACHELOR OF COMMERCE,3.972972972972973,79.45945945945945,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,37,559,Your mentor does a necessary follow-up with an assigned task to you.,3,4,6,10,14,,SYBCOM,BACHELOR OF COMMERCE,3.7567567567567566,75.13513513513513,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,37,559,The teachers illustrate the concepts through examples and applications.,2,7,4,10,14,,SYBCOM,BACHELOR OF COMMERCE,3.72972972972973,74.5945945945946,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,37,559,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,3,8,12,13,,SYBCOM,BACHELOR OF COMMERCE,3.891891891891892,77.83783783783784,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,37,559,Teachers are able to identify your weaknesses and help you to overcome them.,2,6,7,11,11,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,37,559,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",2,5,7,14,9,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,37,559,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,7,5,16,8,,SYBCOM,BACHELOR OF COMMERCE,3.6216216216216215,72.43243243243242,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,37,559,Teachers encourage you to participate in extracurricular activities.,1,4,8,15,9,,SYBCOM,BACHELOR OF COMMERCE,3.72972972972973,74.5945945945946,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,37,559,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",4,6,3,14,10,,SYBCOM,BACHELOR OF COMMERCE,3.5405405405405403,70.8108108108108,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,37,559,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",9,8,9,7,4,,SYBCOM,BACHELOR OF COMMERCE,2.7027027027027026,54.054054054054056,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
20,37,559,The overall quality of the teaching-learning process in your institute is very good.,1,2,8,16,10,,SYBCOM,BACHELOR OF COMMERCE,3.864864864864865,77.29729729729729,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,7,123,How much of the syllabus was covered in the class?,0,0,1,4,2,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,7,123,How well did the teachers prepare for the classes?,0,0,0,3,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,7,123,How well were the teachers able to communicate?,0,0,2,2,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,7,123,The teachers approach to teaching can best be described as,0,0,1,3,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.285714285714286,85.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,7,123,Fairness of the internal evaluation process by the teachers.,0,0,1,2,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,7,123,Was your performance in assignments discussed with you?,0,0,1,1,5,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,7,123,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,1,3,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.285714285714286,85.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,7,123,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,1,4,2,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,7,123,The institution provides multiple opportunities to learn and grow.,0,0,1,2,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,7,123,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,2,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,7,123,Your mentor does a necessary follow-up with an assigned task to you.,0,0,0,2,5,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.714285714285714,94.28571428571428,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,7,123,The teachers illustrate the concepts through examples and applications.,0,0,1,2,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,7,123,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,4,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,7,123,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,3,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,7,123,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,7,123,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,7,123,Teachers encourage you to participate in extracurricular activities.,1,0,0,3,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,7,123,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,3,4,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,7,123,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,6,0,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,7,123,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,4,3,,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,7,159,How much of the syllabus was covered in the class?,0,1,3,1,2,,SYBSC,BACHELOR OF SCIENCE,3.5714285714285716,71.42857142857143,Neutral,The course was average and could be improved.,Negative,Positive
2,7,159,How well did the teachers prepare for the classes?,0,0,3,3,1,,SYBSC,BACHELOR OF SCIENCE,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,7,159,How well were the teachers able to communicate?,0,2,2,2,1,,SYBSC,BACHELOR OF SCIENCE,3.2857142857142856,65.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,7,159,The teachers approach to teaching can best be described as,0,2,4,1,0,,SYBSC,BACHELOR OF SCIENCE,2.857142857142857,57.14285714285714,Neutral,The course was average and could be improved.,Negative,Positive
5,7,159,Fairness of the internal evaluation process by the teachers.,0,3,1,1,2,,SYBSC,BACHELOR OF SCIENCE,3.2857142857142856,65.71428571428571,Neutral,The course was average and could be improved.,Negative,Positive
6,7,159,Was your performance in assignments discussed with you?,1,2,2,2,0,,SYBSC,BACHELOR OF SCIENCE,2.7142857142857144,54.28571428571429,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
7,7,159,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,3,0,2,2,,SYBSC,BACHELOR OF SCIENCE,3.4285714285714284,68.57142857142857,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,7,159,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,3,2,0,,SYBSC,BACHELOR OF SCIENCE,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
9,7,159,The institution provides multiple opportunities to learn and grow.,0,2,2,3,0,,SYBSC,BACHELOR OF SCIENCE,3.142857142857143,62.857142857142854,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,7,159,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,1,1,,SYBSC,BACHELOR OF SCIENCE,3.0,60.0,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
11,7,159,Your mentor does a necessary follow-up with an assigned task to you.,0,1,4,0,2,,SYBSC,BACHELOR OF SCIENCE,3.4285714285714284,68.57142857142857,Neutral,The course was average and could be improved.,Negative,Positive
